item_id,category,item_name,packet_weight_grams
F0123,Fruits,Sun Harvest Peach Classic,1000
F0123,Fruits,Sun Harvest Peach Classic,2000
F0124,Fruits,Sun Harvest Watermelon Deluxe,250
F0124,Fruits,Sun Harvest Watermelon Deluxe,500
F0125,Fruits,Organic Valley Cherry Gold,250
F0125,Fruits,Organic Valley Cherry Gold,500
F0125,Fruits,Organic Valley Cherry Gold,1000
F0126,Fruits,Fresh Farms Orange Special,250
F0126,Fruits,Fresh Farms Orange Special,500
F0126,Fruits,Fresh Farms Orange Special,1000
F0126,Fruits,Fresh Farms Orange Special,2000
F0127,Fruits,Sun Harvest Blueberry Organic,250
F0127,Fruits,Sun Harvest Blueberry Organic,500
F0127,Fruits,Sun Harvest Blueberry Organic,2000
F0128,Fruits,Fresh Farms Strawberry Light,500
F0128,Fruits,Fresh Farms Strawberry Light,1000
F0128,Fruits,Fresh Farms Strawberry Light,2000
F0129,Fruits,Sun Harvest Blueberry Super,250
F0129,Fruits,Sun Harvest Blueberry Super,500
F0129,Fruits,Sun Harvest Blueberry Super,1000
F0129,Fruits,Sun Harvest Blueberry Super,2000
F0130,Fruits,Organic Valley Pear Silver,500
F0131,Fruits,Fresh Farms Lemon Special,500
F0131,Fruits,Fresh Farms Lemon Special,1000
F0131,Fruits,Fresh Farms Lemon Special,2000
F0132,Fruits,Sun Harvest Strawberry Gold,250
F0132,Fruits,Sun Harvest Strawberry Gold,500
F0132,Fruits,Sun Harvest Strawberry Gold,1000
F0132,Fruits,Sun Harvest Strawberry Gold,2000
F0133,Fruits,Organic Valley Lemon Super,500
F0134,Fruits,Sun Harvest Kiwi Deluxe,500
F0134,Fruits,Sun Harvest Kiwi Deluxe,1000
F0134,Fruits,Sun Harvest Kiwi Deluxe,2000
F0135,Fruits,Green Fields Pineapple Gold,250
F0135,Fruits,Green Fields Pineapple Gold,2000
F0136,Fruits,Green Fields Cherry Special,250
F0136,Fruits,Green Fields Cherry Special,2000
F0137,Fruits,Fresh Farms Mango Super,250
F0137,Fruits,Fresh Farms Mango Super,500
F0137,Fruits,Fresh Farms Mango Super,1000
F0137,Fruits,Fresh Farms Mango Super,2000
F0138,Fruits,Organic Valley Banana Gold,250
F0138,Fruits,Organic Valley Banana Gold,500
F0138,Fruits,Organic Valley Banana Gold,2000
F0139,Fruits,Nature's Best Kiwi Super,250
F0139,Fruits,Nature's Best Kiwi Super,1000
F0139,Fruits,Nature's Best Kiwi Super,2000
F0140,Fruits,Organic Valley Peach Deluxe,250
F0140,Fruits,Organic Valley Peach Deluxe,1000
F0141,Fruits,Fresh Farms Grapes Gold,250
F0141,Fruits,Fresh Farms Grapes Gold,500
F0141,Fruits,Fresh Farms Grapes Gold,1000
F0141,Fruits,Fresh Farms Grapes Gold,2000
F0142,Fruits,Organic Valley Orange Gold,250
F0142,Fruits,Organic Valley Orange Gold,500
F0142,Fruits,Organic Valley Orange Gold,1000
F0142,Fruits,Organic Valley Orange Gold,2000
F0143,Fruits,Sun Harvest Pear Organic,250
F0143,Fruits,Sun Harvest Pear Organic,1000
F0143,Fruits,Sun Harvest Pear Organic,2000
F0144,Fruits,Organic Valley Orange Super,250
F0144,Fruits,Organic Valley Orange Super,500
F0144,Fruits,Organic Valley Orange Super,1000
F0144,Fruits,Organic Valley Orange Super,2000
F0145,Fruits,Fresh Farms Peach Extra,250
F0145,Fruits,Fresh Farms Peach Extra,500
F0145,Fruits,Fresh Farms Peach Extra,1000
F0146,Fruits,Sun Harvest Watermelon Gold,250
F0146,Fruits,Sun Harvest Watermelon Gold,500
F0146,Fruits,Sun Harvest Watermelon Gold,1000
F0146,Fruits,Sun Harvest Watermelon Gold,2000
F0147,Fruits,Organic Valley Pear Classic,250
F0147,Fruits,Organic Valley Pear Classic,500
F0148,Fruits,Organic Valley Grapes Classic,250
F0148,Fruits,Organic Valley Grapes Classic,500
F0148,Fruits,Organic Valley Grapes Classic,2000
F0149,Fruits,Sun Harvest Lemon Organic,1000
F0149,Fruits,Sun Harvest Lemon Organic,2000
F0150,Fruits,Organic Valley Kiwi Silver,500
F0150,Fruits,Organic Valley Kiwi Silver,1000
F0151,Fruits,Fresh Farms Banana Deluxe,250
F0151,Fruits,Fresh Farms Banana Deluxe,500
F0151,Fruits,Fresh Farms Banana Deluxe,1000
F0152,Fruits,Organic Valley Lemon Extra,250
F0152,Fruits,Organic Valley Lemon Extra,500
F0152,Fruits,Organic Valley Lemon Extra,1000
F0153,Fruits,Sun Harvest Apple Light,1000
F0154,Fruits,Organic Valley Peach Premium,500
F0154,Fruits,Organic Valley Peach Premium,1000
F0155,Fruits,Nature's Best Pineapple Super,500
F0155,Fruits,Nature's Best Pineapple Super,2000
F0156,Fruits,Sun Harvest Watermelon Special,500
F0157,Fruits,Organic Valley Mango Extra,250
F0157,Fruits,Organic Valley Mango Extra,500
F0157,Fruits,Organic Valley Mango Extra,1000
F0157,Fruits,Organic Valley Mango Extra,2000
F0158,Fruits,Green Fields Watermelon Super,250
F0158,Fruits,Green Fields Watermelon Super,1000
F0158,Fruits,Green Fields Watermelon Super,2000
F0159,Fruits,Green Fields Plum Special,500
F0159,Fruits,Green Fields Plum Special,1000
F0160,Fruits,Nature's Best Strawberry Gold,250
F0160,Fruits,Nature's Best Strawberry Gold,500
F0160,Fruits,Nature's Best Strawberry Gold,1000
F0160,Fruits,Nature's Best Strawberry Gold,2000
F0161,Fruits,Green Fields Apple Super,2000
F0162,Fruits,Nature's Best Lemon Super,250
F0162,Fruits,Nature's Best Lemon Super,500
F0162,Fruits,Nature's Best Lemon Super,1000
F0162,Fruits,Nature's Best Lemon Super,2000
F0163,Fruits,Nature's Best Apple Classic,1000
F0164,Fruits,Fresh Farms Banana Light,1000
F0164,Fruits,Fresh Farms Banana Light,2000
F0165,Fruits,Nature's Best Strawberry Value,500
F0166,Fruits,Green Fields Banana Silver,250
F0166,Fruits,Green Fields Banana Silver,500
F0166,Fruits,Green Fields Banana Silver,1000
F0167,Fruits,Nature's Best Apple Organic,250
F0167,Fruits,Nature's Best Apple Organic,1000
F0168,Fruits,Nature's Best Cherry Organic,250
F0168,Fruits,Nature's Best Cherry Organic,500
F0168,Fruits,Nature's Best Cherry Organic,1000
F0168,Fruits,Nature's Best Cherry Organic,2000
F0169,Fruits,Sun Harvest Kiwi Gold,500
F0169,Fruits,Sun Harvest Kiwi Gold,1000
F0169,Fruits,Sun Harvest Kiwi Gold,2000
F0170,Fruits,Green Fields Pineapple Classic,250
F0170,Fruits,Green Fields Pineapple Classic,500
F0170,Fruits,Green Fields Pineapple Classic,1000
F0170,Fruits,Green Fields Pineapple Classic,2000
F0171,Fruits,Organic Valley Watermelon Extra,250
F0171,Fruits,Organic Valley Watermelon Extra,500
F0171,Fruits,Organic Valley Watermelon Extra,1000
F0171,Fruits,Organic Valley Watermelon Extra,2000
F0172,Fruits,Nature's Best Banana Classic,500
F0172,Fruits,Nature's Best Banana Classic,1000
F0172,Fruits,Nature's Best Banana Classic,2000
F0173,Fruits,Green Fields Mango Deluxe,250
F0174,Fruits,Sun Harvest Kiwi Organic,500
F0174,Fruits,Sun Harvest Kiwi Organic,1000
F0174,Fruits,Sun Harvest Kiwi Organic,2000
F0175,Fruits,Organic Valley Peach Value,250
F0175,Fruits,Organic Valley Peach Value,500
F0175,Fruits,Organic Valley Peach Value,1000
F0175,Fruits,Organic Valley Peach Value,2000
F0176,Fruits,Sun Harvest Peach Deluxe,250
F0176,Fruits,Sun Harvest Peach Deluxe,2000
F0177,Fruits,Fresh Farms Mango Gold,250
F0177,Fruits,Fresh Farms Mango Gold,500
F0177,Fruits,Fresh Farms Mango Gold,1000
F0177,Fruits,Fresh Farms Mango Gold,2000
F0178,Fruits,Nature's Best Pineapple Classic,500
F0178,Fruits,Nature's Best Pineapple Classic,1000
F0178,Fruits,Nature's Best Pineapple Classic,2000
F0179,Fruits,Nature's Best Pear Gold,500
F0179,Fruits,Nature's Best Pear Gold,2000
F0180,Fruits,Green Fields Kiwi Light,250
F0180,Fruits,Green Fields Kiwi Light,500
F0180,Fruits,Green Fields Kiwi Light,2000
F0181,Fruits,Sun Harvest Grapes Special,2000
F0182,Fruits,Sun Harvest Cherry Light,500
F0183,Fruits,Organic Valley Pineapple Gold,250
F0183,Fruits,Organic Valley Pineapple Gold,500
F0183,Fruits,Organic Valley Pineapple Gold,1000
F0183,Fruits,Organic Valley Pineapple Gold,2000
F0184,Fruits,Fresh Farms Watermelon Gold,250
F0184,Fruits,Fresh Farms Watermelon Gold,1000
F0184,Fruits,Fresh Farms Watermelon Gold,2000
F0185,Fruits,Organic Valley Orange Gold,250
F0185,Fruits,Organic Valley Orange Gold,500
F0185,Fruits,Organic Valley Orange Gold,1000
F0185,Fruits,Organic Valley Orange Gold,2000
F0186,Fruits,Green Fields Banana Extra,250
F0186,Fruits,Green Fields Banana Extra,1000
F0187,Fruits,Sun Harvest Grapes Value,500
F0187,Fruits,Sun Harvest Grapes Value,1000
F0187,Fruits,Sun Harvest Grapes Value,2000
F0188,Fruits,Nature's Best Pineapple Special,250
F0188,Fruits,Nature's Best Pineapple Special,500
F0188,Fruits,Nature's Best Pineapple Special,1000
F0189,Fruits,Fresh Farms Pear Light,250
F0189,Fruits,Fresh Farms Pear Light,2000
F0190,Fruits,Organic Valley Blueberry Organic,500
F0191,Fruits,Green Fields Grapes Classic,1000
F0192,Fruits,Fresh Farms Watermelon Gold,500
F0192,Fruits,Fresh Farms Watermelon Gold,1000
F0193,Fruits,Nature's Best Blueberry Premium,250
F0193,Fruits,Nature's Best Blueberry Premium,1000
F0194,Fruits,Fresh Farms Peach Special,500
F0194,Fruits,Fresh Farms Peach Special,1000
F0195,Fruits,Fresh Farms Cherry Special,250
F0195,Fruits,Fresh Farms Cherry Special,500
F0195,Fruits,Fresh Farms Cherry Special,1000
F0195,Fruits,Fresh Farms Cherry Special,2000
F0196,Fruits,Nature's Best Strawberry Silver,250
F0196,Fruits,Nature's Best Strawberry Silver,500
F0196,Fruits,Nature's Best Strawberry Silver,1000
F0196,Fruits,Nature's Best Strawberry Silver,2000
F0197,Fruits,Sun Harvest Blueberry Extra,250
F0197,Fruits,Sun Harvest Blueberry Extra,500
F0197,Fruits,Sun Harvest Blueberry Extra,1000
F0198,Fruits,Green Fields Lemon Light,250
F0198,Fruits,Green Fields Lemon Light,500
F0198,Fruits,Green Fields Lemon Light,2000
F0199,Fruits,Organic Valley Strawberry Value,250
F0199,Fruits,Organic Valley Strawberry Value,2000
F0200,Fruits,Sun Harvest Peach Light,250
F0201,Fruits,Organic Valley Apple Gold,500
F0202,Fruits,Green Fields Peach Gold,250
F0202,Fruits,Green Fields Peach Gold,500
F0202,Fruits,Green Fields Peach Gold,1000
F0202,Fruits,Green Fields Peach Gold,2000
F0203,Fruits,Organic Valley Pineapple Extra,250
F0203,Fruits,Organic Valley Pineapple Extra,500
F0203,Fruits,Organic Valley Pineapple Extra,1000
F0203,Fruits,Organic Valley Pineapple Extra,2000
F0204,Fruits,Fresh Farms Grapes Premium,250
F0204,Fruits,Fresh Farms Grapes Premium,500
F0204,Fruits,Fresh Farms Grapes Premium,1000
F0204,Fruits,Fresh Farms Grapes Premium,2000
F0205,Fruits,Green Fields Cherry Gold,250
F0205,Fruits,Green Fields Cherry Gold,500
F0205,Fruits,Green Fields Cherry Gold,2000
F0206,Fruits,Green Fields Strawberry Silver,250
F0206,Fruits,Green Fields Strawberry Silver,500
F0206,Fruits,Green Fields Strawberry Silver,1000
F0206,Fruits,Green Fields Strawberry Silver,2000
F0207,Fruits,Green Fields Strawberry Special,2000
F0208,Fruits,Fresh Farms Strawberry Deluxe,1000
F0208,Fruits,Fresh Farms Strawberry Deluxe,2000
F0209,Fruits,Green Fields Pear Gold,2000
F0210,Fruits,Organic Valley Strawberry Premium,1000
F0211,Fruits,Fresh Farms Mango Extra,250
F0211,Fruits,Fresh Farms Mango Extra,1000
F0212,Fruits,Sun Harvest Plum Light,250
F0212,Fruits,Sun Harvest Plum Light,500
F0212,Fruits,Sun Harvest Plum Light,1000
F0213,Fruits,Sun Harvest Peach Value,250
F0213,Fruits,Sun Harvest Peach Value,1000
F0214,Fruits,Fresh Farms Mango Deluxe,250
F0215,Fruits,Nature's Best Plum Light,250
F0215,Fruits,Nature's Best Plum Light,500
F0215,Fruits,Nature's Best Plum Light,1000
F0215,Fruits,Nature's Best Plum Light,2000
F0216,Fruits,Sun Harvest Banana Classic,500
F0216,Fruits,Sun Harvest Banana Classic,2000
F0217,Fruits,Fresh Farms Banana Organic,250
F0217,Fruits,Fresh Farms Banana Organic,500
F0217,Fruits,Fresh Farms Banana Organic,1000
F0217,Fruits,Fresh Farms Banana Organic,2000
F0218,Fruits,Organic Valley Apple Premium,250
F0218,Fruits,Organic Valley Apple Premium,1000
F0218,Fruits,Organic Valley Apple Premium,2000
F0219,Fruits,Nature's Best Pineapple Premium,1000
F0220,Fruits,Fresh Farms Orange Gold,1000
F0220,Fruits,Fresh Farms Orange Gold,2000
F0221,Fruits,Sun Harvest Pear Special,2000
F0222,Fruits,Organic Valley Apple Extra,250
F0222,Fruits,Organic Valley Apple Extra,500
F0222,Fruits,Organic Valley Apple Extra,2000
F0223,Fruits,Fresh Farms Apple Extra,250
F0224,Fruits,Fresh Farms Pineapple Value,1000
F0224,Fruits,Fresh Farms Pineapple Value,2000
F0225,Fruits,Green Fields Cherry Extra,250
F0226,Fruits,Sun Harvest Strawberry Super,2000
F0227,Fruits,Green Fields Pear Value,250
F0227,Fruits,Green Fields Pear Value,500
