item_id,category,item_name,packet_weight_grams
F0168,Fruits,Fresh Farms Signature Avocado,500
F0169,Fruits,Organic Valley Value Apple,200
F0169,Fruits,Organic Valley Value Apple,500
F0170,Fruits,Organic Valley Deluxe Banana,200
F0170,Fruits,Organic Valley Deluxe Banana,500
F0171,Fruits,Sun Harvest Traditional Orange,200
F0171,Fruits,Sun Harvest Traditional Orange,500
F0172,Fruits,Green Fields Silver Grapes,200
F0172,Fruits,Green Fields Silver Grapes,500
F0173,Fruits,Sun Harvest Pure Strawberry,200
F0173,Fruits,Sun Harvest Pure Strawberry,500
F0174,Fruits,Fresh Farms Wild Blueberry,200
F0174,Fruits,Fresh Farms Wild Blueberry,500
F0175,Fruits,Nature's Best Wild Mango,200
F0175,Fruits,Nature's Best Wild Mango,500
F0176,Fruits,Green Fields Light Pineapple,200
F0176,Fruits,Green Fields Light Pineapple,500
F0177,Fruits,Green Fields Fresh Watermelon,200
F0177,Fruits,Green Fields Fresh Watermelon,500
F0178,Fruits,Sun Harvest Light Kiwi,200
F0178,Fruits,Sun Harvest Light Kiwi,500
F0179,Fruits,Green Fields Original Peach,200
F0179,Fruits,Green Fields Original Peach,500
F0180,Fruits,Nature's Best Light Pear,200
F0180,Fruits,Nature's Best Light Pear,500
F0181,Fruits,Green Fields Super Cherry,200
F0181,Fruits,Green Fields Super Cherry,500
F0182,Fruits,Organic Valley Deluxe Plum,200
F0182,Fruits,Organic Valley Deluxe Plum,500
F0183,Fruits,Fresh Farms Fresh Lemon,200
F0183,Fruits,Fresh Farms Fresh Lemon,500
F0184,Fruits,Fresh Farms Classic Lime,200
F0184,Fruits,Fresh Farms Classic Lime,500
F0185,Fruits,Sun Harvest Gold Raspberry,200
F0185,Fruits,Sun Harvest Gold Raspberry,500
F0186,Fruits,Nature's Best Fresh Blackberry,200
F0186,Fruits,Nature's Best Fresh Blackberry,500
F0187,Fruits,Fresh Farms Homestyle Apricot,200
F0187,Fruits,Fresh Farms Homestyle Apricot,500
F0188,Fruits,Sun Harvest Artisan Coconut,200
F0188,Fruits,Sun Harvest Artisan Coconut,500
F0189,Fruits,Green Fields Special Pomegranate,200
F0189,Fruits,Green Fields Special Pomegranate,500
F0190,Fruits,Green Fields Fresh Fig,200
F0190,Fruits,Green Fields Fresh Fig,500
F0191,Fruits,Nature's Best Traditional Guava,200
F0191,Fruits,Nature's Best Traditional Guava,500
F0192,Fruits,Sun Harvest Natural Papaya,200
F0192,Fruits,Sun Harvest Natural Papaya,500
F0193,Fruits,Nature's Best Super Passion Fruit,200
F0193,Fruits,Nature's Best Super Passion Fruit,500
F0194,Fruits,Fresh Farms Wild Dragon Fruit,200
F0194,Fruits,Fresh Farms Wild Dragon Fruit,500
F0195,Fruits,Green Fields Natural Lychee,200
F0195,Fruits,Green Fields Natural Lychee,500
F0196,Fruits,Fresh Farms Extra Avocado,200
F0196,Fruits,Fresh Farms Extra Avocado,500
F0197,Fruits,Fresh Farms Natural Apple,200
F0197,Fruits,Fresh Farms Natural Apple,500
F0198,Fruits,Fresh Farms Signature Banana,200
F0198,Fruits,Fresh Farms Signature Banana,500
F0199,Fruits,Green Fields Fresh Orange,200
F0199,Fruits,Green Fields Fresh Orange,500
F0200,Fruits,Organic Valley Special Grapes,200
F0200,Fruits,Organic Valley Special Grapes,500
F0201,Fruits,Sun Harvest Artisan Strawberry,200
F0201,Fruits,Sun Harvest Artisan Strawberry,500
F0202,Fruits,Fresh Farms Gold Blueberry,200
F0202,Fruits,Fresh Farms Gold Blueberry,500
F0203,Fruits,Fresh Farms Light Mango,200
F0203,Fruits,Fresh Farms Light Mango,500
F0204,Fruits,Sun Harvest Classic Pineapple,200
F0204,Fruits,Sun Harvest Classic Pineapple,500
F0205,Fruits,Green Fields Deluxe Watermelon,200
F0205,Fruits,Green Fields Deluxe Watermelon,500
F0206,Fruits,Nature's Best Fresh Kiwi,200
F0206,Fruits,Nature's Best Fresh Kiwi,500
F0207,Fruits,Green Fields Premium Peach,200
F0207,Fruits,Green Fields Premium Peach,500
F0208,Fruits,Nature's Best Fresh Pear,200
F0208,Fruits,Nature's Best Fresh Pear,500
F0209,Fruits,Organic Valley Original Cherry,200
F0209,Fruits,Organic Valley Original Cherry,500
F0210,Fruits,Organic Valley Pure Plum,200
F0210,Fruits,Organic Valley Pure Plum,500
F0211,Fruits,Organic Valley Extra Lemon,200
F0211,Fruits,Organic Valley Extra Lemon,500
F0212,Fruits,Fresh Farms Special Lime,200
F0212,Fruits,Fresh Farms Special Lime,500
F0213,Fruits,Organic Valley Signature Raspberry,200
F0213,Fruits,Organic Valley Signature Raspberry,500
F0214,Fruits,Fresh Farms Light Blackberry,200
F0214,Fruits,Fresh Farms Light Blackberry,500
F0215,Fruits,Green Fields Value Apricot,200
F0215,Fruits,Green Fields Value Apricot,500
F0216,Fruits,Nature's Best Special Coconut,200
F0216,Fruits,Nature's Best Special Coconut,500
F0217,Fruits,Green Fields Pure Pomegranate,200
F0217,Fruits,Green Fields Pure Pomegranate,500
F0218,Fruits,Sun Harvest Deluxe Fig,200
F0218,Fruits,Sun Harvest Deluxe Fig,500
F0219,Fruits,Green Fields Premium Guava,200
F0219,Fruits,Green Fields Premium Guava,500
F0220,Fruits,Nature's Best Organic Papaya,200
F0220,Fruits,Nature's Best Organic Papaya,500
F0221,Fruits,Fresh Farms Pure Passion Fruit,200
F0221,Fruits,Fresh Farms Pure Passion Fruit,500
F0222,Fruits,Green Fields Special Dragon Fruit,200
F0222,Fruits,Green Fields Special Dragon Fruit,500
F0223,Fruits,Nature's Best Extra Lychee,200
F0223,Fruits,Nature's Best Extra Lychee,500
F0224,Fruits,Sun Harvest Organic Avocado,200
F0224,Fruits,Sun Harvest Organic Avocado,500
F0225,Fruits,Organic Valley Wild Apple,200
F0225,Fruits,Organic Valley Wild Apple,500
F0226,Fruits,Nature's Best Organic Banana,200
F0226,Fruits,Nature's Best Organic Banana,500
F0227,Fruits,Nature's Best Special Orange,200
F0227,Fruits,Nature's Best Special Orange,500
F0228,Fruits,Organic Valley Natural Grapes,200
F0228,Fruits,Organic Valley Natural Grapes,500
F0229,Fruits,Nature's Best Wild Strawberry,200
F0229,Fruits,Nature's Best Wild Strawberry,500
F0230,Fruits,Green Fields Organic Blueberry,200
F0230,Fruits,Green Fields Organic Blueberry,500
F0231,Fruits,Nature's Best Silver Mango,200
F0231,Fruits,Nature's Best Silver Mango,500
F0232,Fruits,Green Fields Signature Pineapple,200
F0232,Fruits,Green Fields Signature Pineapple,500
F0233,Fruits,Green Fields Traditional Watermelon,200
F0233,Fruits,Green Fields Traditional Watermelon,500
F0234,Fruits,Nature's Best Original Kiwi,200
F0234,Fruits,Nature's Best Original Kiwi,500
F0235,Fruits,Organic Valley Homestyle Peach,200
F0235,Fruits,Organic Valley Homestyle Peach,500
F0236,Fruits,Fresh Farms Original Pear,200
F0236,Fruits,Fresh Farms Original Pear,500
F0237,Fruits,Sun Harvest Pure Cherry,200
F0237,Fruits,Sun Harvest Pure Cherry,500
F0238,Fruits,Sun Harvest Traditional Plum,200
F0238,Fruits,Sun Harvest Traditional Plum,500
F0239,Fruits,Fresh Farms Gold Lemon,200
F0239,Fruits,Fresh Farms Gold Lemon,500
F0240,Fruits,Organic Valley Signature Lime,200
F0240,Fruits,Organic Valley Signature Lime,500
F0241,Fruits,Green Fields Signature Raspberry,200
F0241,Fruits,Green Fields Signature Raspberry,500
F0242,Fruits,Fresh Farms Signature Blackberry,200
F0242,Fruits,Fresh Farms Signature Blackberry,500
F0243,Fruits,Nature's Best Artisan Apricot,200
F0243,Fruits,Nature's Best Artisan Apricot,500
F0244,Fruits,Sun Harvest Value Coconut,200
F0244,Fruits,Sun Harvest Value Coconut,500
F0245,Fruits,Fresh Farms Gold Pomegranate,200
F0245,Fruits,Fresh Farms Gold Pomegranate,500
F0246,Fruits,Green Fields Silver Fig,200
F0246,Fruits,Green Fields Silver Fig,500
F0247,Fruits,Organic Valley Homestyle Guava,200
F0247,Fruits,Organic Valley Homestyle Guava,500
F0248,Fruits,Fresh Farms Light Papaya,200
F0248,Fruits,Fresh Farms Light Papaya,500
F0249,Fruits,Fresh Farms Gold Passion Fruit,200
F0249,Fruits,Fresh Farms Gold Passion Fruit,500
F0250,Fruits,Nature's Best Natural Dragon Fruit,200
F0250,Fruits,Nature's Best Natural Dragon Fruit,500
F0251,Fruits,Fresh Farms Organic Lychee,200
F0251,Fruits,Fresh Farms Organic Lychee,500
F0252,Fruits,Fresh Farms Fresh Avocado,200
F0252,Fruits,Fresh Farms Fresh Avocado,500
F0253,Fruits,Fresh Farms Extra Apple,200
F0253,Fruits,Fresh Farms Extra Apple,500
F0254,Fruits,Organic Valley Light Banana,200
F0254,Fruits,Organic Valley Light Banana,500
F0255,Fruits,Green Fields Light Orange,200
F0255,Fruits,Green Fields Light Orange,500
F0256,Fruits,Nature's Best Gourmet Grapes,200
F0256,Fruits,Nature's Best Gourmet Grapes,500
F0257,Fruits,Nature's Best Homestyle Strawberry,200
F0257,Fruits,Nature's Best Homestyle Strawberry,500
F0258,Fruits,Sun Harvest Super Blueberry,200
F0258,Fruits,Sun Harvest Super Blueberry,500
F0259,Fruits,Fresh Farms Artisan Mango,200
F0259,Fruits,Fresh Farms Artisan Mango,500
F0260,Fruits,Nature's Best Gourmet Pineapple,200
F0260,Fruits,Nature's Best Gourmet Pineapple,500
F0261,Fruits,Fresh Farms Special Watermelon,200
F0261,Fruits,Fresh Farms Special Watermelon,500
F0262,Fruits,Nature's Best Gold Kiwi,200
F0262,Fruits,Nature's Best Gold Kiwi,500
F0263,Fruits,Green Fields Natural Peach,200
F0263,Fruits,Green Fields Natural Peach,500
F0264,Fruits,Green Fields Extra Pear,200
F0264,Fruits,Green Fields Extra Pear,500
F0265,Fruits,Organic Valley Signature Cherry,200
F0265,Fruits,Organic Valley Signature Cherry,500
F0266,Fruits,Sun Harvest Artisan Plum,200
F0266,Fruits,Sun Harvest Artisan Plum,500
F0267,Fruits,Sun Harvest Special Lemon,200
F0267,Fruits,Sun Harvest Special Lemon,500
F0268,Fruits,Nature's Best Value Lime,200
F0268,Fruits,Nature's Best Value Lime,500
F0269,Fruits,Nature's Best Value Raspberry,200
F0269,Fruits,Nature's Best Value Raspberry,500
F0270,Fruits,Organic Valley Premium Blackberry,200
F0270,Fruits,Organic Valley Premium Blackberry,500
F0271,Fruits,Nature's Best Fresh Apricot,200
F0271,Fruits,Nature's Best Fresh Apricot,500
F0272,Fruits,Fresh Farms Natural Coconut,200
F0272,Fruits,Fresh Farms Natural Coconut,500
F0273,Fruits,Sun Harvest Silver Pomegranate,200
F0273,Fruits,Sun Harvest Silver Pomegranate,500
F0274,Fruits,Organic Valley Classic Fig,200
F0274,Fruits,Organic Valley Classic Fig,500
F0275,Fruits,Organic Valley Organic Guava,200
F0275,Fruits,Organic Valley Organic Guava,500
F0276,Fruits,Fresh Farms Light Papaya,200
F0276,Fruits,Fresh Farms Light Papaya,500
F0277,Fruits,Green Fields Natural Passion Fruit,200
F0277,Fruits,Green Fields Natural Passion Fruit,500
